Draw Date,b1,b2,b3,b4,b5,b6,Jackpot,Outcome,mean,median,std,min,max,range,sum_without_bonus,sum_with_bonus,even_count,odd_count,low_range_count,high_range_count,prev_common_count,has_consecutive
Friday 8 November 2013,11,20,22,30,43,6,"R21,660,148",Roll,25.2,22.0,10.759182125050211,11,43,32,126,132,3,3,3,3,1,False
Tuesday 5 November 2013,12,26,32,42,43,10,"R18,897,375",Roll,31.0,32.0,11.419281938896159,12,43,31,155,165,4,2,1,5,1,True
Friday 1 November 2013,6,15,16,37,44,6,"R16,385,059",Roll,23.6,16.0,14.402777509911065,6,44,38,118,124,3,3,3,3,0,True
Tuesday 29 October 2013,6,16,35,36,43,18,"R13,547,927",Roll,27.2,35.0,13.876599006961325,6,43,37,136,154,3,3,2,4,2,True
Friday 25 October 2013,8,24,27,28,35,12,"R11,124,781",Roll,24.4,27.0,8.957678270623477,8,35,27,122,134,3,3,2,4,1,True
Tuesday 22 October 2013,9,15,19,24,30,20,"R8,524,171",Roll,19.4,19.0,7.227724399837061,9,30,21,97,117,2,4,4,2,1,False
Friday 18 October 2013,1,17,19,20,34,1,"R6,511,626",Roll,18.2,19.0,10.49571341072154,1,34,33,91,92,2,4,4,2,1,True
Tuesday 15 October 2013,27,32,35,41,45,5,"R4,269,146",Roll,36.0,35.0,6.387487769068525,27,45,18,180,185,1,5,0,6,0,False
Friday 11 October 2013,16,18,20,29,36,14,"R2,212,825",Roll,23.8,20.0,7.547184905645283,16,36,20,119,133,4,2,3,3,0,False
Tuesday 8 October 2013,31,39,42,43,45,10,"R18,138,966",Won,40.0,42.0,4.898979485566356,31,45,14,200,210,1,5,0,6,0,True
Friday 4 October 2013,3,7,11,24,28,12,"R15,774,365",Roll,14.6,11.0,9.728309205612248,3,28,25,73,85,2,4,4,2,0,False
Tuesday 1 October 2013,1,19,24,35,37,7,"R13,145,900",Roll,23.2,24.0,12.967652061957862,1,37,36,116,123,1,5,3,3,1,False
Friday 27 September 2013,6,13,21,28,31,3,"R10,628,730",Roll,19.8,21.0,9.282241108697834,6,31,25,99,102,2,4,3,3,0,False
Tuesday 24 September 2013,6,23,25,26,43,2,"R8,093,286",Roll,24.6,25.0,11.740528097151337,6,43,37,123,125,2,4,3,3,1,True
Friday 20 September 2013,15,22,29,30,38,13,"R6,458,720",Roll,26.8,29.0,7.782030583337488,15,38,23,134,147,3,3,2,4,0,True
Tuesday 17 September 2013,11,18,22,27,29,11,"R4,269,191",Roll,21.4,22.0,6.468384651518491,11,29,18,107,118,2,4,3,3,2,False
Friday 13 September 2013,8,19,27,30,40,18,"R2,295,473",Roll,24.8,27.0,10.759182125050211,8,40,32,124,142,3,3,2,4,1,False
Tuesday 10 September 2013,6,13,16,22,32,1,"R14,183,993",Won,17.8,16.0,8.772684879784524,6,32,26,89,90,4,2,4,2,0,False
Friday 6 September 2013,15,16,24,29,40,10,"R11,939,425",Roll,24.8,24.0,9.19565114605812,15,40,25,124,134,3,3,3,3,1,True
Tuesday 3 September 2013,17,28,32,33,36,14,"R9,440,151",Roll,29.2,32.0,6.615134163416491,17,36,19,146,160,3,3,1,5,0,True
Friday 30 August 2013,9,13,17,38,41,1,"R7,041,428",Roll,23.6,17.0,13.26046756340062,9,41,32,118,119,1,5,3,3,1,False
Tuesday 27 August 2013,4,23,24,35,43,20,"R4,512,048",Roll,25.8,24.0,13.16662447250623,4,43,39,129,149,2,4,3,3,0,True
Friday 23 August 2013,3,10,22,25,27,3,"R2,317,653",Won,17.4,22.0,9.308061022576076,3,27,24,87,90,2,4,4,2,0,False
Tuesday 20 August 2013,10,18,35,41,43,16,"R10,949,027",Won,29.4,35.0,13.093509842666327,10,43,33,147,163,2,4,2,4,1,False
Friday 16 August 2013,13,15,18,21,45,9,"R8,792,932",Roll,22.4,18.0,11.62067123706716,13,45,32,112,121,1,5,4,2,1,False
Tuesday 13 August 2013,12,15,32,42,44,16,"R6,388,947",Roll,29.0,32.0,13.326664999166145,12,44,32,145,161,4,2,2,4,1,False
Friday 9 August 2013,10,22,23,31,45,16,"R4,276,061",Roll,26.2,23.0,11.548160026601641,10,45,35,131,147,2,4,3,3,0,True
Tuesday 6 August 2013,10,12,25,37,41,3,"R2,295,626",Roll,25.0,25.0,12.601587201618692,10,41,31,125,128,2,4,3,3,1,False
Friday 2 August 2013,1,2,13,29,34,18,"R9,622,749",Won,15.8,13.0,13.585286158193357,1,34,33,79,97,2,4,3,3,0,True
Tuesday 30 July 2013,3,4,5,20,44,9,"R6,888,759",Roll,15.2,5.0,15.68948692596415,3,44,41,76,85,3,3,4,2,0,True
Friday 26 July 2013,1,5,8,21,30,16,"R4,586,087",Roll,13.0,8.0,10.825894882179487,1,30,29,65,81,2,4,4,2,1,False
Tuesday 23 July 2013,6,8,12,19,36,6,"R2,006,940",Roll,16.2,12.0,10.851727973000429,6,36,30,81,87,4,2,4,2,1,False
Friday 19 July 2013,6,12,28,33,42,16,"R14,673,753",Won,24.2,28.0,13.332666649999167,6,42,36,121,137,4,2,2,4,2,False
Tuesday 16 July 2013,5,7,8,31,37,18,"R12,178,447",Roll,17.6,8.0,13.558761005342634,5,37,32,88,106,1,5,3,3,0,True
Friday 12 July 2013,7,15,30,33,43,12,"R9,873,132",Roll,25.6,30.0,12.92439553712281,7,43,36,128,140,1,5,2,4,1,False
Tuesday 9 July 2013,1,6,26,30,37,10,"R7,423,504",Roll,20.0,26.0,14.01427843308388,1,37,36,100,110,3,3,2,4,1,False
Friday 5 July 2013,6,25,26,42,44,12,"R5,108,748",Roll,28.6,26.0,13.763720427268202,6,44,38,143,155,4,2,2,4,2,True
Tuesday 2 July 2013,7,12,13,18,20,1,"R2,497,900",Roll,14.0,13.0,4.604345773288535,7,20,13,70,71,3,3,5,1,0,True
Friday 28 June 2013,3,9,27,32,41,1,"R24,487,675",Won,22.4,27.0,14.249210504445502,3,41,38,112,113,1,5,2,4,0,False
Tuesday 25 June 2013,2,6,18,30,34,12,"R21,490,298",Roll,18.0,18.0,12.649110640673518,2,34,32,90,102,5,1,3,3,0,False
Friday 21 June 2013,7,26,35,36,42,18,"R18,886,697",Roll,29.2,35.0,12.221292893961753,7,42,35,146,164,3,3,1,5,0,True
Tuesday 18 June 2013,1,5,13,14,16,3,"R16,290,097",Roll,9.8,13.0,5.775811631277461,1,16,15,49,52,2,4,5,1,0,True
Friday 14 June 2013,15,23,31,32,35,9,"R14,260,075",Roll,27.2,31.0,7.277362159464101,15,35,20,136,145,1,5,2,4,0,True
Tuesday 11 June 2013,6,17,22,34,36,20,"R11,649,564",Roll,23.0,22.0,11.099549540409287,6,36,30,115,135,4,2,3,3,0,False
Friday 7 June 2013,14,15,19,35,38,4,"R9,229,705",Roll,24.2,19.0,10.225458424931373,14,38,24,121,125,2,4,3,3,0,True
Tuesday 4 June 2013,17,25,28,34,40,12,"R7,827,980",Roll,28.8,28.0,7.833262411026456,17,40,23,144,156,3,3,2,4,0,False
Friday 31 May 2013,3,7,19,34,44,2,"R5,234,869",Roll,21.4,19.0,15.62817967646904,3,44,41,107,109,2,4,3,3,1,False
Tuesday 28 May 2013,25,26,29,31,34,14,"R2,427,646",Roll,29.0,29.0,3.286335345030997,25,34,9,145,159,2,4,1,5,1,True
Friday 24 May 2013,3,10,15,30,38,3,"R37,785,470",Won,19.2,15.0,12.921300244170476,3,38,35,96,99,3,3,3,3,0,False
Tuesday 21 May 2013,10,11,17,37,44,18,"R34,482,383",Roll,23.8,17.0,14.019985734657507,10,44,34,119,137,2,4,3,3,1,True
Friday 17 May 2013,13,19,20,22,43,2,"R31,576,300",Roll,23.4,20.0,10.248902380255165,13,43,30,117,119,2,4,4,2,0,True
Tuesday 14 May 2013,1,13,19,29,37,1,"R28,512,806",Roll,19.8,19.0,12.496399481450647,1,37,36,99,100,0,6,3,3,2,False
Friday 10 May 2013,2,4,16,18,26,5,"R25,722,477",Roll,13.2,16.0,8.997777503361595,2,26,24,66,71,5,1,4,2,0,False
Tuesday 7 May 2013,4,5,21,37,38,6,"R22,883,706",Roll,21.0,21.0,14.7648230602334,4,38,34,105,111,2,4,3,3,1,True
Friday 3 May 2013,10,19,21,27,40,3,"R20,234,573",Roll,23.4,21.0,9.93176721434811,10,40,30,117,120,2,4,3,3,1,False
Tuesday 30 April 2013,12,24,28,31,32,2,"R17,267,735",Roll,25.4,28.0,7.255342858886822,12,32,20,127,129,4,2,2,4,0,True
Friday 26 April 2013,13,16,30,43,44,9,"R14,537,276",Roll,29.2,30.0,13.013838787997951,13,44,31,146,155,3,3,2,4,0,True
Tuesday 23 April 2013,8,12,15,21,26,17,"R11,699,021",Roll,16.4,15.0,6.406246951218787,8,26,18,82,99,3,3,4,2,0,False
Friday 19 April 2013,10,13,26,28,39,2,"R9,445,018",Roll,23.2,26.0,10.57166022912201,10,39,29,116,118,3,3,2,4,1,False
Tuesday 16 April 2013,8,12,29,32,44,19,"R7,026,935",Roll,25.0,29.0,13.29661611087573,8,44,36,125,144,4,2,2,4,0,False
Friday 12 April 2013,5,12,36,37,40,7,"R4,733,719",Roll,26.0,36.0,14.51895313030523,5,40,35,130,137,3,3,2,4,1,True
Tuesday 9 April 2013,8,9,20,38,39,19,"R2,277,603",Roll,22.8,20.0,13.49666625504239,8,39,31,114,133,3,3,3,3,0,True
Friday 5 April 2013,4,9,17,22,23,6,"R33,936,857",Won,15.0,17.0,7.402702209328699,4,23,19,75,81,2,4,5,1,1,True
Tuesday 2 April 2013,4,6,8,11,13,13,"R30,727,426",Roll,8.4,8.0,3.2619012860600183,4,13,9,42,55,3,3,5,1,1,False
Tuesday 26 March 2013,1,18,31,37,40,13,"R27,327,933",Roll,25.4,31.0,14.347125147568763,1,40,39,127,140,2,4,2,4,0,False
Friday 22 March 2013,1,5,7,9,14,15,"R24,634,254",Roll,7.2,7.0,4.308131845707604,1,14,13,36,51,1,5,5,1,1,False
Tuesday 19 March 2013,5,7,11,25,35,18,"R21,987,237",Roll,16.6,11.0,11.551623262554921,5,35,30,83,101,0,6,4,2,2,False
Friday 15 March 2013,22,23,29,35,38,7,"R19,583,348",Roll,29.4,29.0,6.343500610861482,22,38,16,147,154,2,4,2,4,1,True
Tuesday 12 March 2013,1,6,26,35,42,6,"R16,913,996",Roll,22.0,26.0,16.012495120998476,1,42,41,110,116,3,3,2,4,1,False
Friday 8 March 2013,8,19,24,34,37,15,"R14,558,115",Roll,24.4,24.0,10.480458005259122,8,37,29,122,137,3,3,3,3,0,False
Tuesday 5 March 2013,9,12,22,26,38,4,"R11,860,587",Roll,21.4,22.0,10.384603988597735,9,38,29,107,111,4,2,3,3,0,False
Friday 1 March 2013,13,30,33,35,45,3,"R9,337,820",Roll,31.2,33.0,10.4,13,45,32,156,159,1,5,1,5,0,False
Tuesday 26 February 2013,1,7,14,21,32,7,"R6,628,018",Roll,15.0,14.0,10.825894882179487,1,32,31,75,82,2,4,4,2,0,False
Friday 22 February 2013,4,16,28,32,42,19,"R4,337,006",Roll,24.4,28.0,13.169662106523463,4,42,38,122,141,5,1,2,4,1,False
Tuesday 19 February 2013,1,5,6,31,42,20,"R1,999,075",Roll,17.0,6.0,16.382917933017914,1,42,41,85,105,2,4,3,3,1,True
Friday 15 February 2013,3,13,26,28,34,3,"R20,237,049",Won,20.8,26.0,11.232096865679177,3,34,31,104,107,3,3,2,4,0,False
Tuesday 12 February 2013,2,20,38,39,45,5,"R17,492,542",Roll,28.8,38.0,15.791136754521505,2,45,43,144,149,3,3,2,4,0,True
Friday 8 February 2013,22,25,36,38,44,3,"R15,064,048",Roll,33.0,36.0,8.246211251235321,22,44,22,165,168,4,2,2,4,1,False
Tuesday 5 February 2013,5,18,22,28,29,20,"R12,293,728",Roll,20.4,22.0,8.685620300243386,5,29,24,102,122,3,3,3,3,1,True
Friday 1 February 2013,23,27,32,43,44,20,"R9,792,751",Roll,33.8,32.0,8.423775875461075,23,44,21,169,189,2,4,1,5,0,True
Tuesday 29 January 2013,9,21,29,37,38,14,"R6,970,532",Roll,26.8,29.0,10.814804667676619,9,38,29,134,148,1,5,2,4,0,True
Friday 25 January 2013,7,15,20,23,25,12,"R4,607,267",Roll,18.0,20.0,6.44980619863884,7,25,18,90,102,1,5,5,1,0,False
Tuesday 22 January 2013,3,10,11,28,31,16,"R2,042,547",Roll,16.6,11.0,10.9288608738514,3,31,28,83,99,2,4,3,3,0,True
Friday 18 January 2013,13,19,29,35,39,11,"R38,997,922",Won,27.0,29.0,9.715966241192895,13,39,26,135,146,0,6,2,4,0,False
Tuesday 15 January 2013,12,17,22,36,37,2,"R35,816,713",Roll,24.8,22.0,10.067770358922575,12,37,25,124,126,3,3,3,3,0,True
Friday 11 January 2013,1,4,14,20,33,4,"R32,886,372",Roll,14.4,14.0,11.534296684236972,1,33,32,72,76,3,3,4,2,0,False
Tuesday 8 January 2013,8,11,12,23,24,16,"R29,865,464",Roll,15.6,12.0,6.590902821313632,8,24,16,78,94,3,3,5,1,0,True
Friday 4 January 2013,10,18,21,38,44,4,"R27,074,540",Roll,26.2,21.0,12.749901960407382,10,44,34,131,135,4,2,3,3,0,False
Tuesday 1 January 2013,1,4,13,21,30,18,"R23,991,973",Roll,13.8,13.0,10.721940122944167,1,30,29,69,87,2,4,4,2,1,False
Friday 28 December 2012,1,12,14,32,36,16,"R22,260,024",Roll,19.0,14.0,13.0843417870369,1,36,35,95,111,4,2,3,3,1,False
Friday 21 December 2012,13,14,19,23,37,3,"R18,627,388",Roll,21.2,19.0,8.681013765684282,13,37,24,106,109,1,5,4,2,1,True
Tuesday 18 December 2012,13,34,36,37,39,16,"R15,594,971",Roll,31.8,36.0,9.537295214053092,13,39,26,159,175,2,4,1,5,2,True
Friday 14 December 2012,5,13,20,29,35,14,"R13,229,967",Roll,20.4,20.0,10.762899237658969,5,35,30,102,116,1,5,3,3,1,False
Tuesday 11 December 2012,11,16,25,28,33,1,"R10,465,960",Roll,22.6,25.0,8.014985963805552,11,33,22,113,114,2,4,3,3,0,False
Friday 7 December 2012,4,17,33,42,45,10,"R8,018,201",Roll,28.2,33.0,15.535765188750762,4,45,41,141,151,2,4,2,4,1,False
Tuesday 4 December 2012,5,11,20,34,45,20,"R5,361,273",Roll,23.0,20.0,14.710540438746634,5,45,40,115,135,2,4,3,3,1,False
Friday 30 November 2012,6,25,33,42,44,14,"R2,781,938",Roll,30.0,33.0,13.784048752090222,6,44,38,150,164,3,3,2,4,0,False
Tuesday 27 November 2012,9,17,30,34,44,18,"R21,419,053",Won,26.8,30.0,12.416118556135006,9,44,35,134,152,3,3,2,4,1,False
Friday 23 November 2012,5,33,34,37,42,5,"R18,575,466",Roll,30.2,34.0,12.983065893693986,5,42,37,151,156,2,4,1,5,1,True
Tuesday 20 November 2012,3,17,26,28,33,1,"R15,626,564",Roll,21.4,26.0,10.55651457631732,3,33,30,107,108,2,4,2,4,1,False
Friday 16 November 2012,1,4,6,14,15,12,"R13,200,190",Roll,8.0,6.0,5.549774770204643,1,15,14,40,52,3,3,5,1,0,True
Tuesday 13 November 2012,5,7,13,18,19,8,"R10,405,168",Roll,12.4,13.0,5.642694391866354,5,19,14,62,70,1,5,5,1,0,True
Friday 9 November 2012,7,14,17,27,40,16,"R8,073,621",Roll,21.0,17.0,11.47170431975999,7,40,33,105,121,2,4,3,3,1,False
Tuesday 6 November 2012,9,17,18,37,41,9,"R5,374,926",Roll,24.4,18.0,12.387090053761618,9,41,32,122,131,1,5,3,3,1,True
Friday 2 November 2012,4,11,25,26,41,12,"R2,857,986",Roll,21.4,25.0,12.877888025604198,4,41,37,107,119,2,4,3,3,1,True
Tuesday 30 October 2012,5,16,20,41,42,20,"R7,893,131",Won,24.8,20.0,14.496896219536097,5,42,37,124,144,3,3,3,3,1,True
Friday 26 October 2012,1,8,12,19,34,18,"R5,270,904",Roll,14.8,12.0,11.232096865679177,1,34,33,74,92,3,3,4,2,0,False
Tuesday 23 October 2012,8,23,24,31,42,6,"R2,301,953",Roll,25.6,24.0,11.11035552986492,8,42,34,128,134,3,3,3,3,1,True
Friday 19 October 2012,14,17,23,35,39,3,"R44,941,661",Won,25.6,23.0,9.830564581955606,14,39,25,128,131,1,5,3,3,1,False
Tuesday 16 October 2012,7,9,11,29,41,8,"R41,080,485",Roll,19.4,11.0,13.35065541462291,7,41,34,97,105,0,6,3,3,0,False
Friday 12 October 2012,5,10,17,35,41,16,"R37,419,930",Roll,21.6,17.0,14.051334456200237,5,41,36,108,124,1,5,3,3,1,False
Tuesday 9 October 2012,3,5,6,22,26,17,"R33,606,907",Roll,12.4,6.0,9.604165762834375,3,26,23,62,79,3,3,4,2,1,True
Friday 5 October 2012,1,9,11,39,40,18,"R30,083,660",Roll,20.0,11.0,16.272676485446393,1,40,39,100,118,1,5,3,3,0,True
Tuesday 2 October 2012,11,18,23,31,45,13,"R26,432,919",Roll,25.6,23.0,11.689311356961968,11,45,34,128,141,1,5,3,3,1,False
Friday 28 September 2012,1,6,7,40,41,17,"R23,295,245",Roll,19.0,7.0,17.67484087622856,1,41,40,95,112,2,4,3,3,0,True
Tuesday 25 September 2012,2,28,32,34,45,17,"R19,708,960",Roll,28.2,32.0,14.260434775980709,2,45,43,141,158,4,2,1,5,0,False
Friday 21 September 2012,13,16,24,39,43,4,"R17,251,586",Roll,27.0,24.0,12.049896265113654,13,43,30,135,139,2,4,3,3,0,False
Tuesday 18 September 2012,1,27,37,40,42,16,"R14,131,336",Roll,29.4,37.0,15.107613974417006,1,42,41,147,163,2,4,1,5,0,False
Friday 14 September 2012,15,18,26,33,41,7,"R11,483,145",Roll,26.6,26.0,9.562426470305537,15,41,26,133,140,2,4,2,4,0,False
Tuesday 11 September 2012,13,32,34,36,45,10,"R8,331,832",Roll,32.0,34.0,10.488088481701515,13,45,32,160,170,3,3,1,5,0,False
Friday 7 September 2012,9,14,17,34,41,17,"R5,668,715",Roll,23.0,17.0,12.312595177297109,9,41,32,115,132,2,4,3,3,1,False
Tuesday 4 September 2012,6,15,19,30,45,14,"R2,855,452",Roll,23.0,19.0,13.431306712304652,6,45,39,115,129,2,4,3,3,0,False
Friday 31 August 2012,5,7,9,20,29,20,"R55,363,220",Won,14.0,9.0,9.121403400793104,5,29,24,70,90,1,5,4,2,0,False
Tuesday 28 August 2012,1,7,8,11,40,1,"R50,378,506",Roll,13.4,8.0,13.690872872099865,1,40,39,67,68,2,4,4,2,1,True
Friday 24 August 2012,3,9,14,24,26,3,"R46,232,750",Roll,15.2,14.0,8.749857141690942,3,26,23,76,79,3,3,4,2,0,False
Tuesday 21 August 2012,14,16,19,38,43,3,"R41,911,468",Roll,26.0,19.0,12.049896265113654,14,43,29,130,133,3,3,3,3,1,False
Friday 17 August 2012,13,15,19,40,42,12,"R38,227,207",Roll,25.8,19.0,12.576167937809991,13,42,29,129,141,2,4,3,3,1,False
Tuesday 14 August 2012,5,21,26,28,33,19,"R34,458,082",Roll,22.6,26.0,9.604165762834375,5,33,28,113,132,2,4,2,4,0,False
Friday 10 August 2012,2,9,26,27,45,1,"R31,538,319",Roll,21.8,26.0,15.091719583930788,2,45,43,109,110,2,4,2,4,1,True
Tuesday 7 August 2012,13,20,21,26,44,8,"R28,526,608",Roll,24.8,21.0,10.457533169921097,13,44,31,124,132,3,3,3,3,1,True
Friday 3 August 2012,2,10,22,35,41,16,"R25,875,066",Roll,22.0,22.0,14.656056768449009,2,41,39,110,126,3,3,3,3,0,False
Tuesday 31 July 2012,7,14,23,27,32,20,"R22,751,128",Roll,20.6,23.0,9.00222194794152,7,32,25,103,123,2,4,3,3,0,False
Friday 27 July 2012,6,8,15,18,38,15,"R20,005,005",Roll,17.0,15.0,11.384199576606166,6,38,32,85,100,4,2,4,2,0,False
Tuesday 24 July 2012,2,5,7,15,21,6,"R17,083,563",Roll,10.0,7.0,6.985699678629192,2,21,19,50,56,1,5,5,1,1,False
Friday 20 July 2012,5,20,24,33,41,3,"R14,841,724",Roll,24.6,24.0,12.208193969625484,5,41,36,123,126,2,4,3,3,1,False
Tuesday 17 July 2012,1,4,20,23,34,16,"R12,324,829",Roll,16.4,20.0,12.306096050332128,1,34,33,82,98,3,3,4,2,1,False
Friday 13 July 2012,4,11,16,27,38,17,"R10,009,272",Roll,19.2,16.0,12.023310692151309,4,38,34,96,113,3,3,3,3,1,False
Tuesday 10 July 2012,8,9,15,23,36,11,"R7,358,597",Roll,18.2,15.0,10.380751417888783,8,36,28,91,102,2,4,4,2,0,True
Friday 6 July 2012,3,10,12,34,36,17,"R5,031,967",Roll,19.0,12.0,13.416407864998739,3,36,33,95,112,4,2,3,3,1,False
Tuesday 3 July 2012,16,19,37,38,39,13,"R2,441,361",Roll,29.8,37.0,10.107423014794621,16,39,23,149,162,2,4,2,4,0,True
Friday 29 June 2012,2,4,6,19,31,20,"R20,437,110",Won,12.4,6.0,11.038115781237304,2,31,29,62,82,3,3,4,2,1,False
Tuesday 26 June 2012,2,17,22,39,44,20,"R17,413,529",Roll,24.8,22.0,15.223665787188054,2,44,42,124,144,3,3,3,3,1,False
Friday 22 June 2012,3,7,17,21,27,2,"R14,857,820",Roll,15.0,17.0,8.854377448471462,3,27,24,75,77,0,6,4,2,1,False
Tuesday 19 June 2012,12,21,27,36,45,17,"R12,285,787",Roll,28.2,27.0,11.478675881825394,12,45,33,141,158,2,4,2,4,2,False
Friday 15 June 2012,2,21,22,24,41,17,"R10,012,473",Roll,22.0,22.0,12.37739875741264,2,41,39,110,127,3,3,4,2,1,True
Tuesday 12 June 2012,2,16,22,36,43,19,"R7,401,442",Roll,23.8,22.0,14.538225476309,2,43,41,119,138,4,2,3,3,2,False
Friday 8 June 2012,14,15,32,36,40,7,"R5,121,886",Roll,27.4,32.0,10.836973747315254,14,40,26,137,144,4,2,2,4,1,True
Tuesday 5 June 2012,9,10,26,32,33,7,"R2,501,365",Roll,22.0,26.0,10.488088481701515,9,33,24,110,117,3,3,2,4,1,True
Friday 1 June 2012,9,12,15,28,32,14,"R40,000,000",Won,19.2,15.0,9.108238029388561,9,32,23,96,110,3,3,3,3,2,False
Tuesday 29 May 2012,2,6,8,30,44,10,"R28,176,640",Roll,18.0,8.0,16.24807680927192,2,44,42,90,100,5,1,3,3,0,False
Friday 25 May 2012,1,9,19,26,32,17,"R25,398,698",Roll,17.4,19.0,11.217842929904126,1,32,31,87,104,2,4,3,3,0,False
Tuesday 22 May 2012,1,3,22,31,38,11,"R22,572,632",Roll,19.0,22.0,14.791889669680478,1,38,37,95,106,2,4,3,3,1,False
Friday 18 May 2012,2,14,20,32,36,1,"R20,323,754",Roll,20.8,20.0,12.302845199383759,2,36,34,104,105,5,1,3,3,0,False
Tuesday 15 May 2012,4,7,8,19,25,12,"R17,794,005",Roll,12.6,8.0,8.014985963805552,4,25,21,63,75,2,4,5,1,0,True
Friday 11 May 2012,6,7,17,20,23,17,"R15,464,392",Roll,14.6,17.0,6.887670143089026,6,23,17,73,90,2,4,5,1,1,True
Tuesday 8 May 2012,4,9,10,16,20,4,"R13,009,713",Roll,11.8,10.0,5.6000000000000005,4,20,16,59,63,4,2,5,1,1,True
Friday 4 May 2012,1,6,16,34,40,18,"R10,693,652",Roll,19.4,16.0,15.278743403827423,1,40,39,97,115,4,2,3,3,1,False
Tuesday 1 May 2012,12,17,24,30,36,14,"R8,121,115",Roll,23.8,24.0,8.63481325796916,12,36,24,119,133,4,2,3,3,0,False
Friday 27 April 2012,4,6,12,23,38,18,"R6,225,931",Roll,16.6,12.0,12.579348154813111,4,38,34,83,101,4,2,4,2,1,False
Tuesday 24 April 2012,3,5,22,31,45,5,"R4,136,547",Roll,21.2,22.0,15.85433694608513,3,45,42,106,111,1,5,3,3,0,False
Friday 20 April 2012,13,20,24,25,29,11,"R2,187,722",Roll,22.2,24.0,5.418486873657627,13,29,16,111,122,2,4,4,2,0,True
Tuesday 17 April 2012,14,15,29,30,34,7,"R2,034,954",Won,24.4,29.0,8.260750571225353,14,34,20,122,129,3,3,2,4,1,True
Friday 13 April 2012,2,9,23,43,44,17,"R19,978,096",Won,24.2,23.0,17.151093259614676,2,44,42,121,138,2,4,3,3,0,True
Tuesday 10 April 2012,13,28,30,41,43,11,"R17,272,437",Roll,31.0,30.0,10.75174404457249,13,43,30,155,166,2,4,1,5,1,False
Tuesday 3 April 2012,4,11,12,17,42,15,"R14,565,575",Roll,17.2,12.0,13.075167302944923,4,42,38,86,101,3,3,4,2,0,True
Friday 30 March 2012,3,5,10,18,39,18,"R12,032,312",Roll,15.0,10.0,13.069047402163633,3,39,36,75,93,2,4,4,2,0,False
Tuesday 27 March 2012,8,11,23,44,45,2,"R9,235,615",Roll,26.2,23.0,15.765785740013088,8,45,37,131,133,2,4,3,3,0,True
Friday 23 March 2012,6,15,23,39,45,19,"R6,878,198",Roll,25.6,23.0,14.554724318928201,6,45,39,128,147,1,5,3,3,2,False
Tuesday 20 March 2012,9,14,21,28,44,12,"R4,438,125",Roll,23.2,21.0,12.221292893961751,9,44,35,116,128,3,3,3,3,0,False
Friday 16 March 2012,14,18,37,41,44,3,"R2,387,296",Roll,30.8,37.0,12.351518125315609,14,44,30,154,157,3,3,2,4,2,False
Tuesday 13 March 2012,3,6,26,32,37,4,"R7,037,105",Won,20.8,26.0,13.789851340750559,3,37,34,104,108,3,3,2,4,1,False
Friday 9 March 2012,2,21,22,29,40,11,"R4,829,453",Roll,22.8,22.0,12.416118556135006,2,40,38,114,125,3,3,3,3,0,True
Tuesday 6 March 2012,1,35,36,37,45,7,"R2,347,502",Roll,30.8,36.0,15.315351775261318,1,45,44,154,161,1,5,1,5,0,True
Friday 2 March 2012,13,24,41,43,45,19,"R14,657,586",Won,33.2,41.0,12.560254774486065,13,45,32,166,185,1,5,2,4,1,False
Tuesday 28 February 2012,16,24,26,32,45,1,"R11,809,281",Roll,28.6,26.0,9.666436778875658,16,45,29,143,144,4,2,2,4,2,False
Friday 24 February 2012,17,21,26,40,45,15,"R9,270,488",Roll,29.8,26.0,10.870142593360953,17,45,28,149,164,2,4,2,4,2,False
Tuesday 21 February 2012,25,27,28,32,43,18,"R6,631,722",Roll,31.0,28.0,6.418722614352485,25,43,18,155,173,2,4,1,5,0,True
Friday 17 February 2012,8,26,31,38,45,7,"R4,515,349",Roll,29.6,31.0,12.563439019631527,8,45,37,148,155,3,3,1,5,0,False
Tuesday 14 February 2012,20,30,31,32,44,17,"R2,102,743",Roll,31.4,31.0,7.631513611335566,20,44,24,157,174,4,2,1,5,1,True
Friday 10 February 2012,6,19,23,29,35,3,"R4,910,191",Won,22.4,23.0,9.830564581955606,6,35,29,112,115,1,5,3,3,0,False
Tuesday 7 February 2012,2,11,14,38,45,13,"R2,343,754",Roll,22.0,14.0,16.55294535724685,2,45,43,110,123,3,3,3,3,0,False
Friday 3 February 2012,7,9,14,15,43,15,"R8,146,104",Won,17.6,14.0,13.047605144240073,7,43,36,88,103,1,5,4,2,1,True
Tuesday 31 January 2012,12,15,25,32,41,15,"R5,301,939",Roll,25.0,25.0,10.714476188783099,12,41,29,125,140,2,4,3,3,1,False
Friday 27 January 2012,2,7,28,36,39,5,"R2,741,604",Roll,22.4,28.0,15.134067529914091,2,39,37,112,117,3,3,2,4,0,False
Tuesday 24 January 2012,4,7,11,26,36,5,"R19,916,768",Won,16.8,11.0,12.221292893961751,4,36,32,84,89,3,3,3,3,2,False
Friday 20 January 2012,10,15,22,29,35,18,"R17,490,584",Roll,22.2,22.0,9.064215354899728,10,35,25,111,129,2,4,3,3,0,False
Tuesday 17 January 2012,13,19,26,43,45,9,"R14,000,000",Roll,29.2,26.0,12.781236246936366,13,45,32,146,155,1,5,2,4,0,False
Friday 13 January 2012,15,20,23,25,40,10,"R12,000,000",Roll,24.6,23.0,8.404760555780278,15,40,25,123,133,2,4,4,2,0,False
